1,598,178,80,82,0
2,597,177,80,82,0
3,597,177,80,82,0
4,596,177,80,82,0
5,596,177,80,82,0
6,595,177,80,82,0
7,595,176,80,83,0
8,594,176,80,83,0
9,594,176,80,83,0
10,593,176,80,82,0
11,593,176,80,82,0
12,592,175,80,83,0
13,592,175,80,83,0
14,591,175,80,83,0
15,591,175,80,83,0
16,590,175,80,83,0
17,590,175,80,83,0
18,590,176,79,82,0
19,590,177,79,81,0
20,590,178,79,80,0
21,590,179,79,79,0
22,590,180,79,78,0
23,590,181,79,77,0
24,590,183,79,75,0
25,590,184,79,74,0
26,590,185,79,73,0
27,590,186,79,72,0
28,590,187,79,71,0
29,590,188,79,70,0
30,590,189,79,69,0
31,590,191,79,67,0
32,590,195,79,63,0
33,590,199,79,59,0
34,590,203,79,55,0
35,590,202,79,56,0
36,590,201,79,57,0
37,590,201,79,57,0
38,590,200,79,58,0
39,590,200,79,58,0
40,590,199,79,59,0
41,590,199,79,59,0
42,590,198,79,60,0
43,590,198,79,60,0
44,590,198,79,60,0
45,590,198,79,60,0
46,590,198,79,60,0
47,590,198,79,60,0
48,590,198,79,60,0
49,590,198,79,60,0
50,590,197,79,61,0
51,590,197,79,61,0
52,590,197,79,61,0
53,590,197,79,61,0
54,590,197,79,61,0
55,590,197,79,61,0
56,590,197,79,61,0
57,590,197,79,62,0
58,592,196,79,62,0
59,595,196,78,62,0
60,598,196,77,61,0
61,601,196,76,61,0
62,604,196,75,61,0
63,606,195,75,61,0
64,609,195,74,61,0
65,612,195,73,60,0
66,615,195,72,60,0
67,618,195,71,60,0
68,618,194,71,61,0
69,619,193,71,62,0
70,620,192,71,64,0
71,620,191,71,65,0
72,621,191,71,66,0
73,622,190,71,67,0
74,622,189,71,69,0
75,623,188,71,70,0
76,624,188,71,71,0
77,623,187,71,72,0
78,623,187,71,72,0
79,623,187,71,72,0
80,623,187,70,72,0
81,623,187,70,72,0
82,622,186,71,73,0
83,622,186,71,73,0
84,622,186,70,73,0
85,622,186,70,73,0
86,622,186,70,73,0
87,621,185,71,74,0
88,621,185,70,74,0
89,621,185,70,74,0
90,621,185,70,74,0
91,621,185,70,75,0
92,620,184,70,75,0
93,619,184,70,75,0
94,618,184,71,74,0
95,618,184,70,74,0
96,617,184,71,73,0
97,616,184,71,73,0
98,616,184,70,72,0
