1,520,401,94,279,0
2,521,401,94,278,0
3,523,401,94,278,0
4,525,401,94,278,0
5,527,401,94,278,0
6,529,401,94,277,0
7,531,401,94,277,0
8,533,401,94,277,0
9,535,401,94,277,0
10,537,402,93,275,0
11,539,402,93,275,0
12,541,402,93,275,0
13,543,402,93,275,0
14,545,402,93,274,0
15,547,402,93,274,0
16,549,402,93,274,0
17,551,402,93,274,0
18,553,403,93,273,0
19,554,402,93,273,0
20,555,402,93,273,0
21,556,402,93,272,0
22,557,402,93,272,0
23,558,402,93,272,0
24,559,402,93,271,0
25,560,402,93,271,0
26,561,402,93,271,0
27,562,402,93,270,0
28,563,402,93,270,0
29,564,402,93,270,0
30,565,402,93,269,0
31,566,402,93,269,0
32,568,402,93,269,0
33,565,402,94,268,0
34,563,403,94,267,0
35,561,403,94,267,0
36,559,404,94,266,0
37,557,405,94,265,0
38,554,405,95,265,0
39,552,406,95,264,0
40,550,406,95,264,0
41,548,407,95,263,0
42,546,408,95,262,0
43,543,408,96,262,0
44,541,409,96,261,0
45,539,409,97,261,0
46,537,410,97,260,0
47,535,411,97,259,0
48,532,411,98,259,0
49,530,412,98,258,0
50,528,412,98,258,0
51,526,413,98,257,0
52,524,414,98,256,0
53,521,414,99,256,0
54,519,415,99,255,0
55,517,415,99,255,0
56,515,416,99,254,0
57,513,417,100,253,0
58,510,417,100,252,0
59,508,417,99,252,0
60,505,418,100,251,0
61,503,418,99,251,0
62,501,418,98,251,0
63,498,419,99,250,0
64,496,419,98,249,0
65,493,420,99,248,0
66,491,420,98,248,0
67,489,420,97,248,0
68,486,421,98,247,0
69,484,421,97,247,0
70,482,422,97,246,0
71,480,422,97,245,0
72,478,422,97,245,0
73,477,422,96,244,0
74,475,423,97,243,0
75,474,423,96,242,0
76,472,423,96,242,0
77,471,424,96,241,0
78,469,424,96,241,0
79,468,425,96,240,0
80,467,426,96,239,0
81,466,427,95,239,0
82,465,428,95,238,0
83,464,429,95,237,0
84,463,430,95,237,0
85,466,427,95,239,0
86,469,424,95,242,0
87,472,422,96,244,0
88,475,419,96,246,0
89,478,416,96,249,0
90,482,414,96,251,0
91,487,412,96,253,0
92,492,410,96,256,0
93,498,409,96,258,0
94,503,408,95,257,0
95,508,408,95,256,0
96,513,407,95,256,0
97,519,407,93,255,0
98,524,406,93,255,0
99,529,406,93,254,0
100,535,406,92,253,0
101,539,405,92,253,0
102,543,405,92,253,0
103,547,404,92,254,0
104,551,404,92,253,0
105,555,403,92,254,0
106,559,403,92,254,0
107,563,402,92,254,0
108,567,402,92,254,0
109,571,401,92,255,0
110,575,401,92,254,0
111,579,400,92,255,0
112,584,400,91,255,0
113,585,400,91,254,0
114,587,400,91,254,0
115,589,400,91,253,0
116,591,400,91,253,0
117,593,401,90,252,0
118,595,401,90,251,0
119,597,401,90,251,0
120,599,401,90,251,0
121,601,401,90,250,0
122,603,402,89,249,0
123,605,402,89,249,0
124,607,402,89,248,0
125,609,402,89,248,0
126,611,403,89,247,0
127,611,403,89,247,0
128,612,404,88,246,0
129,612,404,89,246,0
130,613,405,88,245,0
131,613,405,89,245,0
132,614,406,88,245,0
133,614,406,89,245,0
134,615,407,88,244,0
135,615,408,89,243,0
136,616,408,88,243,0
137,616,409,89,242,0
138,617,409,88,243,0
139,617,410,89,242,0
140,618,410,88,242,0
141,618,411,89,241,0
142,619,412,88,240,0
143,619,412,89,240,0
144,620,413,88,240,0
145,620,413,89,240,0
146,621,414,88,239,0
147,621,414,89,239,0
148,622,415,88,238,0
149,623,416,88,238,0
150,624,416,87,237,0
151,625,416,87,237,0
152,626,416,86,237,0
153,627,416,86,237,0
154,628,417,85,235,0
155,629,417,85,235,0
156,630,417,84,235,0
157,631,417,84,235,0
158,632,418,83,233,0
159,633,418,83,233,0
160,634,418,83,233,0
161,635,418,82,233,0
162,636,418,82,233,0
163,637,419,81,231,0
164,638,419,81,231,0
165,639,419,80,231,0
166,640,419,80,231,0
167,641,420,79,229,0
168,642,420,79,229,0
169,643,420,78,229,0
170,644,420,78,229,0
171,646,421,77,228,0
172,647,421,77,227,0
173,648,422,77,226,0
174,649,423,77,224,0
175,650,424,77,223,0
176,651,425,77,221,0
177,653,426,76,220,0
178,654,427,76,218,0
179,655,428,76,217,0
180,656,429,76,215,0
181,657,430,76,214,0
182,659,431,76,213,0
183,659,435,76,209,0
184,660,439,76,205,0
185,661,444,75,201,0
186,662,448,75,197,0
187,663,453,75,193,0
188,666,452,75,196,0
189,669,451,75,199,0
190,672,450,76,203,0
191,673,450,76,205,0
192,675,451,75,206,0
193,676,449,75,207,0
194,677,447,75,209,0
195,678,445,75,211,0
196,679,443,75,213,0
197,681,442,74,214,0
198,682,444,74,212,0
199,684,446,74,210,0
200,685,448,75,208,0
201,687,450,75,206,0
202,688,453,75,206,0
203,690,456,75,206,0
204,692,459,75,206,0
205,693,459,75,207,0
206,695,460,75,207,0
207,696,461,75,208,0
208,698,462,75,208,0
209,699,462,75,210,0
210,701,463,75,210,0
211,703,464,74,211,0
212,704,465,75,211,0
213,706,466,74,211,0
214,707,466,75,213,0
215,709,467,74,213,0
216,710,468,75,214,0
217,712,469,74,214,0
218,714,470,74,215,0
219,714,472,74,216,0
